Pos	F0_freq	F60_freq
2245404	0.233333	0.78
4528622	0.00333333	0.0
5049466	0.393333	0.98
6628840	0.43	1.0
7495139	0.03	0.493333
8621469	0.443333	0.966667
8689736	0.0666667	0.143333
10711374	0.123333	0.55
12660942	0.216667	0.426667
13448522	0.03	0.143333
15005929	0.09	0.47
15727620	0.00333333	0.0
18316355	0.306667	0.586667
18547865	0.02	0.213333
19868639	0.0833333	0.62
22147473	0.126667	0.243333
22339426	0.01	0.0
24339303	0.03	0.0933333
25458768	0.0166667	0.0
25794376	0.0833333	0.38
25828495	0.0433333	0.42
27440095	0.00333333	0.0
27536515	0.373333	0.963333
30206453	0.186667	0.976667
30540332	0.0666667	0.59
30651125	0.116667	0.0966667
32780587	0.333333	0.996667
33114896	0.0433333	0.256667
35499448	0.0233333	0.0
36733417	0.00666667	0.0
36863533	0.0233333	0.79
39430346	0.0833333	0.0
40375992	0.0433333	0.776667
40537949	0.113333	0.793333
41165431	0.113333	0.393333
42195815	0.0966667	0.723333
43168208	0.0966667	0.343333
43693383	0.123333	0.303333
45379878	0.373333	0.98
45609340	0.47	0.893333
46173716	0.186667	0.523333
46866430	0.01	0.456667
47048074	0.0233333	0.1
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.0
51507954	0.13	0.693333
51822497	0.03	0.0366667
52528589	0.446667	0.996667
53303741	0.0233333	0.0
53790973	0.256667	0.83
54026781	0.206667	0.706667
54894929	0.386667	0.9
55616136	0.57	1.0
57009090	0.0266667	0.0
57060100	0.0466667	0.45
58176785	0.136667	0.876667
58460188	0.5	1.0
58860012	0.02	0.0
59703696	0.09	0.833333
60519056	0.06	0.0
62857097	0.03	0.0
63510033	0.0166667	0.31
66004696	0.0866667	0.393333
66240084	0.19	0.726667
66859993	0.316667	0.963333
66937487	0.00666667	0.356667
67630852	0.06	0.02
69416938	0.0633333	0.29
70451926	0.0566667	0.0133333
71039110	0.0166667	0.0
71321665	0.163333	0.00333333
71772768	0.126667	0.383333
72264082	0.01	0.0
72352365	0.0533333	0.236667
73796809	0.02	0.0
74210131	0.2	0.216667
74235260	0.0266667	0.0
77707206	0.01	0.143333
79182171	0.123333	0.626667
79454494	0.13	0.72
80494647	0.0533333	0.583333
80639915	0.01	0.0
83251683	0.0666667	0.606667
83588933	0.0266667	0.0
84255528	0.576667	1.0
85765789	0.00666667	0.0
88248840	0.123333	0.286667
