Pos	F0_freq	F60_freq
2245404	0.233333	0.886667
4528622	0.00333333	0.19
5049466	0.393333	0.996667
6628840	0.43	0.986667
7495139	0.03	0.0
8621469	0.443333	0.88
8689736	0.0666667	0.503333
10711374	0.123333	0.52
12660942	0.216667	0.89
13448522	0.03	0.136667
15005929	0.09	0.666667
15727620	0.00333333	0.0
18316355	0.306667	0.713333
18547865	0.02	0.0
19868639	0.0833333	0.57
22147473	0.126667	0.43
22339426	0.01	0.0
24339303	0.03	0.06
25458768	0.0166667	0.0
25794376	0.0833333	0.34
25828495	0.0433333	0.236667
27440095	0.00333333	0.0
27536515	0.373333	0.99
30206453	0.186667	0.806667
30540332	0.0666667	0.27
30651125	0.116667	0.576667
32780587	0.333333	0.74
33114896	0.0433333	0.216667
35499448	0.0233333	0.133333
36733417	0.00666667	0.0
36863533	0.0233333	0.0
39430346	0.0833333	0.366667
40375992	0.0433333	0.606667
40537949	0.113333	0.636667
41165431	0.113333	0.486667
42195815	0.0966667	0.476667
43168208	0.0966667	0.0966667
43693383	0.123333	0.463333
45379878	0.373333	0.936667
45609340	0.47	0.996667
46173716	0.186667	0.306667
46866430	0.01	0.0733333
47048074	0.0233333	0.0
49220377	0.0133333	0.34
49613178	0.6	1.0
50752115	0.05	0.223333
51507954	0.13	0.7
51822497	0.03	0.316667
52528589	0.446667	0.966667
53303741	0.0233333	0.0433333
53790973	0.256667	0.416667
54026781	0.206667	0.41
54894929	0.386667	0.933333
55616136	0.57	1.0
57009090	0.0266667	0.51
57060100	0.0466667	0.0666667
58176785	0.136667	0.36
58460188	0.5	0.67
58860012	0.02	0.0333333
59703696	0.09	0.58
60519056	0.06	0.0933333
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.116667
66240084	0.19	0.823333
66859993	0.316667	0.896667
66937487	0.00666667	0.0
67630852	0.06	0.256667
69416938	0.0633333	0.0
70451926	0.0566667	0.0
71039110	0.0166667	0.18
71321665	0.163333	0.466667
71772768	0.126667	0.856667
72264082	0.01	0.0
72352365	0.0533333	0.583333
73796809	0.02	0.346667
74210131	0.2	0.733333
74235260	0.0266667	0.173333
77707206	0.01	0.0
79182171	0.123333	0.5
79454494	0.13	0.443333
80494647	0.0533333	0.03
80639915	0.01	0.656667
83251683	0.0666667	0.146667
83588933	0.0266667	0.0666667
84255528	0.576667	1.0
85765789	0.00666667	0.0
88248840	0.123333	0.206667
