Pos	F0_freq	F60_freq
2245404	0.233333	0.846667
4528622	0.00333333	0.0
5049466	0.393333	0.79
6628840	0.43	0.91
7495139	0.03	0.0
8621469	0.443333	0.986667
8689736	0.0666667	0.36
10711374	0.123333	0.103333
12660942	0.216667	0.576667
13448522	0.03	0.3
15005929	0.09	0.7
15727620	0.00333333	0.0
18316355	0.306667	0.94
18547865	0.02	0.00666667
19868639	0.0833333	0.0866667
22147473	0.126667	0.47
22339426	0.01	0.0
24339303	0.03	0.0
25458768	0.0166667	0.0
25794376	0.0833333	0.163333
25828495	0.0433333	0.363333
27440095	0.00333333	0.373333
27536515	0.373333	0.996667
30206453	0.186667	0.943333
30540332	0.0666667	0.273333
30651125	0.116667	0.243333
32780587	0.333333	0.676667
33114896	0.0433333	0.673333
35499448	0.0233333	0.0
36733417	0.00666667	0.0533333
36863533	0.0233333	0.33
39430346	0.0833333	0.286667
40375992	0.0433333	0.393333
40537949	0.113333	0.81
41165431	0.113333	0.88
42195815	0.0966667	0.496667
43168208	0.0966667	0.586667
43693383	0.123333	0.69
45379878	0.373333	0.686667
45609340	0.47	0.95
46173716	0.186667	0.483333
46866430	0.01	0.353333
47048074	0.0233333	0.00666667
49220377	0.0133333	0.103333
49613178	0.6	1.0
50752115	0.05	0.216667
51507954	0.13	0.49
51822497	0.03	0.46
52528589	0.446667	0.99
53303741	0.0233333	0.0
53790973	0.256667	0.923333
54026781	0.206667	0.683333
54894929	0.386667	0.906667
55616136	0.57	0.996667
57009090	0.0266667	0.46
57060100	0.0466667	0.466667
58176785	0.136667	0.216667
58460188	0.5	0.92
58860012	0.02	0.346667
59703696	0.09	0.0
60519056	0.06	0.15
62857097	0.03	0.356667
63510033	0.0166667	0.0
66004696	0.0866667	0.296667
66240084	0.19	0.756667
66859993	0.316667	0.993333
66937487	0.00666667	0.0
67630852	0.06	0.546667
69416938	0.0633333	0.28
70451926	0.0566667	0.06
71039110	0.0166667	0.183333
71321665	0.163333	0.396667
71772768	0.126667	0.673333
72264082	0.01	0.0
72352365	0.0533333	0.19
73796809	0.02	0.0
74210131	0.2	0.206667
74235260	0.0266667	0.24
77707206	0.01	0.0633333
79182171	0.123333	0.376667
79454494	0.13	0.706667
80494647	0.0533333	0.863333
80639915	0.01	0.0
83251683	0.0666667	0.06
83588933	0.0266667	0.0
84255528	0.576667	0.893333
85765789	0.00666667	0.0
88248840	0.123333	0.586667
