Pos	F0_freq	F60_freq
2245404	0.233333	0.386667
4528622	0.00333333	0.0
5049466	0.393333	0.926667
6628840	0.43	0.993333
7495139	0.03	0.68
8621469	0.443333	0.986667
8689736	0.0666667	0.696667
10711374	0.123333	0.723333
12660942	0.216667	0.383333
13448522	0.03	0.00333333
15005929	0.09	0.2
15727620	0.00333333	0.0
18316355	0.306667	0.716667
18547865	0.02	0.0
19868639	0.0833333	0.08
22147473	0.126667	0.66
22339426	0.01	0.0
24339303	0.03	0.0
25458768	0.0166667	0.0
25794376	0.0833333	0.256667
25828495	0.0433333	0.203333
27440095	0.00333333	0.0
27536515	0.373333	0.93
30206453	0.186667	0.636667
30540332	0.0666667	0.0
30651125	0.116667	0.783333
32780587	0.333333	0.893333
33114896	0.0433333	0.48
35499448	0.0233333	0.0
36733417	0.00666667	0.343333
36863533	0.0233333	0.0733333
39430346	0.0833333	0.0833333
40375992	0.0433333	0.333333
40537949	0.113333	0.8
41165431	0.113333	0.71
42195815	0.0966667	0.643333
43168208	0.0966667	0.25
43693383	0.123333	0.703333
45379878	0.373333	0.906667
45609340	0.47	1.0
46173716	0.186667	0.843333
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.273333
51507954	0.13	0.583333
51822497	0.03	0.0
52528589	0.446667	0.79
53303741	0.0233333	0.423333
53790973	0.256667	0.833333
54026781	0.206667	0.616667
54894929	0.386667	0.853333
55616136	0.57	1.0
57009090	0.0266667	0.113333
57060100	0.0466667	0.18
58176785	0.136667	0.846667
58460188	0.5	1.0
58860012	0.02	0.00333333
59703696	0.09	0.89
60519056	0.06	0.886667
62857097	0.03	0.0366667
63510033	0.0166667	0.0
66004696	0.0866667	0.47
66240084	0.19	0.903333
66859993	0.316667	0.823333
66937487	0.00666667	0.0
67630852	0.06	0.446667
69416938	0.0633333	0.123333
70451926	0.0566667	0.05
71039110	0.0166667	0.0533333
71321665	0.163333	0.706667
71772768	0.126667	0.29
72264082	0.01	0.0
72352365	0.0533333	0.446667
73796809	0.02	0.0
74210131	0.2	0.69
74235260	0.0266667	0.25
77707206	0.01	0.196667
79182171	0.123333	0.5
79454494	0.13	0.646667
80494647	0.0533333	0.21
80639915	0.01	0.0
83251683	0.0666667	0.31
83588933	0.0266667	0.0
84255528	0.576667	0.973333
85765789	0.00666667	0.16
88248840	0.123333	0.403333
