Pos	F0_freq	F60_freq
2245404	0.233333	0.563333
4528622	0.00333333	0.0
5049466	0.393333	0.986667
6628840	0.43	0.983333
7495139	0.03	0.0
8621469	0.443333	0.973333
8689736	0.0666667	0.17
10711374	0.123333	0.736667
12660942	0.216667	0.843333
13448522	0.03	0.0
15005929	0.09	0.646667
15727620	0.00333333	0.0
18316355	0.306667	0.946667
18547865	0.02	0.183333
19868639	0.0833333	0.0266667
22147473	0.126667	0.43
22339426	0.01	0.0
24339303	0.03	0.0766667
25458768	0.0166667	0.0
25794376	0.0833333	0.256667
25828495	0.0433333	0.81
27440095	0.00333333	0.0
27536515	0.373333	0.91
30206453	0.186667	0.38
30540332	0.0666667	0.05
30651125	0.116667	0.276667
32780587	0.333333	1.0
33114896	0.0433333	0.0
35499448	0.0233333	0.676667
36733417	0.00666667	0.0
36863533	0.0233333	0.353333
39430346	0.0833333	0.63
40375992	0.0433333	0.213333
40537949	0.113333	0.23
41165431	0.113333	0.176667
42195815	0.0966667	0.376667
43168208	0.0966667	0.21
43693383	0.123333	0.83
45379878	0.373333	0.903333
45609340	0.47	1.0
46173716	0.186667	0.103333
46866430	0.01	0.0633333
47048074	0.0233333	0.0
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.0
51507954	0.13	0.816667
51822497	0.03	0.146667
52528589	0.446667	0.983333
53303741	0.0233333	0.0
53790973	0.256667	0.756667
54026781	0.206667	0.373333
54894929	0.386667	0.896667
55616136	0.57	0.986667
57009090	0.0266667	0.0633333
57060100	0.0466667	0.02
58176785	0.136667	0.733333
58460188	0.5	0.96
58860012	0.02	0.173333
59703696	0.09	0.343333
60519056	0.06	0.136667
62857097	0.03	0.0533333
63510033	0.0166667	0.0
66004696	0.0866667	0.56
66240084	0.19	0.63
66859993	0.316667	0.953333
66937487	0.00666667	0.136667
67630852	0.06	0.41
69416938	0.0633333	0.0
70451926	0.0566667	0.06
71039110	0.0166667	0.0
71321665	0.163333	0.82
71772768	0.126667	0.346667
72264082	0.01	0.0
72352365	0.0533333	0.15
73796809	0.02	0.0
74210131	0.2	0.236667
74235260	0.0266667	0.446667
77707206	0.01	0.32
79182171	0.123333	0.543333
79454494	0.13	0.14
80494647	0.0533333	0.0466667
80639915	0.01	0.0
83251683	0.0666667	0.1
83588933	0.0266667	0.0
84255528	0.576667	1.0
85765789	0.00666667	0.0633333
88248840	0.123333	0.126667
