Pos	F0_freq	F60_freq
2245404	0.233333	0.65
4528622	0.00333333	0.0
5049466	0.393333	0.97
6628840	0.43	0.77
7495139	0.03	0.0
8621469	0.443333	0.97
8689736	0.0666667	0.336667
10711374	0.123333	0.376667
12660942	0.216667	0.66
13448522	0.03	0.0433333
15005929	0.09	0.353333
15727620	0.00333333	0.156667
18316355	0.306667	0.973333
18547865	0.02	0.183333
19868639	0.0833333	0.75
22147473	0.126667	0.79
22339426	0.01	0.0
24339303	0.03	0.103333
25458768	0.0166667	0.0
25794376	0.0833333	0.173333
25828495	0.0433333	0.36
27440095	0.00333333	0.0
27536515	0.373333	0.983333
30206453	0.186667	0.693333
30540332	0.0666667	0.0666667
30651125	0.116667	0.783333
32780587	0.333333	0.72
33114896	0.0433333	0.43
35499448	0.0233333	0.24
36733417	0.00666667	0.0
36863533	0.0233333	0.6
39430346	0.0833333	0.0
40375992	0.0433333	0.676667
40537949	0.113333	0.776667
41165431	0.113333	0.0966667
42195815	0.0966667	0.09
43168208	0.0966667	0.543333
43693383	0.123333	0.536667
45379878	0.373333	0.973333
45609340	0.47	0.953333
46173716	0.186667	0.603333
46866430	0.01	0.0
47048074	0.0233333	0.0966667
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.163333
51507954	0.13	0.0
51822497	0.03	0.156667
52528589	0.446667	0.88
53303741	0.0233333	0.0
53790973	0.256667	0.743333
54026781	0.206667	0.39
54894929	0.386667	0.683333
55616136	0.57	0.98
57009090	0.0266667	0.513333
57060100	0.0466667	0.64
58176785	0.136667	0.65
58460188	0.5	0.993333
58860012	0.02	0.156667
59703696	0.09	0.0233333
60519056	0.06	0.02
62857097	0.03	0.383333
63510033	0.0166667	0.59
66004696	0.0866667	0.05
66240084	0.19	0.743333
66859993	0.316667	0.96
66937487	0.00666667	0.0
67630852	0.06	0.703333
69416938	0.0633333	0.263333
70451926	0.0566667	0.0333333
71039110	0.0166667	0.05
71321665	0.163333	0.84
71772768	0.126667	0.17
72264082	0.01	0.27
72352365	0.0533333	0.0
73796809	0.02	0.0
74210131	0.2	0.83
74235260	0.0266667	0.0
77707206	0.01	0.0433333
79182171	0.123333	0.443333
79454494	0.13	0.766667
80494647	0.0533333	0.0533333
80639915	0.01	0.0
83251683	0.0666667	0.0
83588933	0.0266667	0.0
84255528	0.576667	0.973333
85765789	0.00666667	0.263333
88248840	0.123333	0.306667
