Pos	F0_freq	F60_freq
2245404	0.233333	0.756667
4528622	0.00333333	0.0
5049466	0.393333	0.993333
6628840	0.43	0.95
7495139	0.03	0.14
8621469	0.443333	0.66
8689736	0.0666667	0.143333
10711374	0.123333	0.773333
12660942	0.216667	0.726667
13448522	0.03	0.476667
15005929	0.09	0.106667
15727620	0.00333333	0.276667
18316355	0.306667	0.823333
18547865	0.02	0.0433333
19868639	0.0833333	0.103333
22147473	0.126667	0.263333
22339426	0.01	0.0
24339303	0.03	0.0
25458768	0.0166667	0.133333
25794376	0.0833333	0.6
25828495	0.0433333	0.363333
27440095	0.00333333	0.0
27536515	0.373333	0.846667
30206453	0.186667	0.603333
30540332	0.0666667	0.116667
30651125	0.116667	0.37
32780587	0.333333	0.706667
33114896	0.0433333	0.14
35499448	0.0233333	0.0
36733417	0.00666667	0.0
36863533	0.0233333	0.0
39430346	0.0833333	0.523333
40375992	0.0433333	0.0
40537949	0.113333	0.583333
41165431	0.113333	0.0566667
42195815	0.0966667	0.496667
43168208	0.0966667	0.28
43693383	0.123333	0.393333
45379878	0.373333	0.836667
45609340	0.47	0.823333
46173716	0.186667	0.456667
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.0566667
49613178	0.6	0.996667
50752115	0.05	0.0633333
51507954	0.13	0.186667
51822497	0.03	0.0433333
52528589	0.446667	0.963333
53303741	0.0233333	0.0966667
53790973	0.256667	0.296667
54026781	0.206667	0.646667
54894929	0.386667	0.853333
55616136	0.57	0.996667
57009090	0.0266667	0.0
57060100	0.0466667	0.123333
58176785	0.136667	0.456667
58460188	0.5	1.0
58860012	0.02	0.203333
59703696	0.09	0.383333
60519056	0.06	0.183333
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.3
66240084	0.19	0.676667
66859993	0.316667	0.743333
66937487	0.00666667	0.0
67630852	0.06	0.06
69416938	0.0633333	0.24
70451926	0.0566667	0.0133333
71039110	0.0166667	0.0
71321665	0.163333	0.703333
71772768	0.126667	0.473333
72264082	0.01	0.0
72352365	0.0533333	0.163333
73796809	0.02	0.0
74210131	0.2	0.886667
74235260	0.0266667	0.0
77707206	0.01	0.0
79182171	0.123333	0.476667
79454494	0.13	0.366667
80494647	0.0533333	0.353333
80639915	0.01	0.0
83251683	0.0666667	0.14
83588933	0.0266667	0.0
84255528	0.576667	0.996667
85765789	0.00666667	0.0966667
88248840	0.123333	0.243333
