Pos	F0_freq	F60_freq
2245404	0.233333	0.703333
4528622	0.00333333	0.31
5049466	0.393333	0.926667
6628840	0.43	0.843333
7495139	0.03	0.223333
8621469	0.443333	0.943333
8689736	0.0666667	0.246667
10711374	0.123333	0.426667
12660942	0.216667	0.63
13448522	0.03	0.0
15005929	0.09	0.24
15727620	0.00333333	0.0
18316355	0.306667	0.873333
18547865	0.02	0.00333333
19868639	0.0833333	0.4
22147473	0.126667	0.3
22339426	0.01	0.0566667
24339303	0.03	0.08
25458768	0.0166667	0.0833333
25794376	0.0833333	0.533333
25828495	0.0433333	0.0633333
27440095	0.00333333	0.0
27536515	0.373333	0.833333
30206453	0.186667	0.373333
30540332	0.0666667	0.11
30651125	0.116667	0.176667
32780587	0.333333	0.756667
33114896	0.0433333	0.0
35499448	0.0233333	0.0933333
36733417	0.00666667	0.0
36863533	0.0233333	0.0
39430346	0.0833333	0.6
40375992	0.0433333	0.18
40537949	0.113333	0.516667
41165431	0.113333	0.323333
42195815	0.0966667	0.0
43168208	0.0966667	0.573333
43693383	0.123333	0.713333
45379878	0.373333	0.766667
45609340	0.47	1.0
46173716	0.186667	0.606667
46866430	0.01	0.0
47048074	0.0233333	0.253333
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.216667
51507954	0.13	0.13
51822497	0.03	0.293333
52528589	0.446667	0.82
53303741	0.0233333	0.26
53790973	0.256667	0.5
54026781	0.206667	0.47
54894929	0.386667	0.743333
55616136	0.57	1.0
57009090	0.0266667	0.0
57060100	0.0466667	0.0833333
58176785	0.136667	0.12
58460188	0.5	0.97
58860012	0.02	0.29
59703696	0.09	0.0866667
60519056	0.06	0.143333
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.566667
66240084	0.19	0.796667
66859993	0.316667	0.863333
66937487	0.00666667	0.0
67630852	0.06	0.236667
69416938	0.0633333	0.266667
70451926	0.0566667	0.0
71039110	0.0166667	0.0
71321665	0.163333	0.62
71772768	0.126667	0.41
72264082	0.01	0.0
72352365	0.0533333	0.17
73796809	0.02	0.0
74210131	0.2	0.403333
74235260	0.0266667	0.0
77707206	0.01	0.0766667
79182171	0.123333	0.186667
79454494	0.13	0.573333
80494647	0.0533333	0.0933333
80639915	0.01	0.0
83251683	0.0666667	0.0
83588933	0.0266667	0.0
84255528	0.576667	0.856667
85765789	0.00666667	0.103333
88248840	0.123333	0.27
