Pos	F0_freq	F60_freq
2245404	0.233333	0.38
4528622	0.00333333	0.0
5049466	0.393333	0.9
6628840	0.43	0.946667
7495139	0.03	0.133333
8621469	0.443333	0.99
8689736	0.0666667	0.0833333
10711374	0.123333	0.19
12660942	0.216667	0.453333
13448522	0.03	0.306667
15005929	0.09	0.51
15727620	0.00333333	0.0
18316355	0.306667	0.826667
18547865	0.02	0.0
19868639	0.0833333	0.203333
22147473	0.126667	0.05
22339426	0.01	0.0
24339303	0.03	0.396667
25458768	0.0166667	0.0
25794376	0.0833333	0.0
25828495	0.0433333	0.356667
27440095	0.00333333	0.0
27536515	0.373333	0.57
30206453	0.186667	0.816667
30540332	0.0666667	0.48
30651125	0.116667	0.0633333
32780587	0.333333	0.893333
33114896	0.0433333	0.02
35499448	0.0233333	0.0766667
36733417	0.00666667	0.0
36863533	0.0233333	0.1
39430346	0.0833333	0.346667
40375992	0.0433333	0.0666667
40537949	0.113333	0.71
41165431	0.113333	0.16
42195815	0.0966667	0.183333
43168208	0.0966667	0.313333
43693383	0.123333	0.17
45379878	0.373333	0.95
45609340	0.47	0.853333
46173716	0.186667	0.7
46866430	0.01	0.0
47048074	0.0233333	0.26
49220377	0.0133333	0.05
49613178	0.6	1.0
50752115	0.05	0.1
51507954	0.13	0.413333
51822497	0.03	0.426667
52528589	0.446667	0.87
53303741	0.0233333	0.0
53790973	0.256667	0.156667
54026781	0.206667	0.78
54894929	0.386667	0.656667
55616136	0.57	0.976667
57009090	0.0266667	0.0
57060100	0.0466667	0.563333
58176785	0.136667	0.09
58460188	0.5	0.98
58860012	0.02	0.346667
59703696	0.09	0.143333
60519056	0.06	0.0
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.773333
66240084	0.19	0.646667
66859993	0.316667	0.41
66937487	0.00666667	0.0
67630852	0.06	0.486667
69416938	0.0633333	0.236667
70451926	0.0566667	0.39
71039110	0.0166667	0.316667
71321665	0.163333	0.833333
71772768	0.126667	0.683333
72264082	0.01	0.0
72352365	0.0533333	0.486667
73796809	0.02	0.27
74210131	0.2	0.806667
74235260	0.0266667	0.05
77707206	0.01	0.103333
79182171	0.123333	0.46
79454494	0.13	0.17
80494647	0.0533333	0.08
80639915	0.01	0.223333
83251683	0.0666667	0.13
83588933	0.0266667	0.0166667
84255528	0.576667	0.973333
85765789	0.00666667	0.0
88248840	0.123333	0.0
