Pos	F0_freq	F60_freq
2245404	0.233333	0.663333
4528622	0.00333333	0.0
5049466	0.393333	0.8
6628840	0.43	0.906667
7495139	0.03	0.0
8621469	0.443333	0.833333
8689736	0.0666667	0.566667
10711374	0.123333	0.123333
12660942	0.216667	0.456667
13448522	0.03	0.0233333
15005929	0.09	0.23
15727620	0.00333333	0.0
18316355	0.306667	0.64
18547865	0.02	0.516667
19868639	0.0833333	0.416667
22147473	0.126667	0.22
22339426	0.01	0.0
24339303	0.03	0.0
25458768	0.0166667	0.236667
25794376	0.0833333	0.18
25828495	0.0433333	0.27
27440095	0.00333333	0.0
27536515	0.373333	0.963333
30206453	0.186667	0.55
30540332	0.0666667	0.0
30651125	0.116667	0.366667
32780587	0.333333	0.683333
33114896	0.0433333	0.113333
35499448	0.0233333	0.15
36733417	0.00666667	0.15
36863533	0.0233333	0.0
39430346	0.0833333	0.403333
40375992	0.0433333	0.156667
40537949	0.113333	0.00666667
41165431	0.113333	0.39
42195815	0.0966667	0.146667
43168208	0.0966667	0.13
43693383	0.123333	0.146667
45379878	0.373333	0.963333
45609340	0.47	0.883333
46173716	0.186667	0.473333
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.0433333
49613178	0.6	1.0
50752115	0.05	0.14
51507954	0.13	0.653333
51822497	0.03	0.133333
52528589	0.446667	0.99
53303741	0.0233333	0.0
53790973	0.256667	0.876667
54026781	0.206667	0.623333
54894929	0.386667	0.996667
55616136	0.57	0.993333
57009090	0.0266667	0.0
57060100	0.0466667	0.376667
58176785	0.136667	0.503333
58460188	0.5	0.746667
58860012	0.02	0.0
59703696	0.09	0.12
60519056	0.06	0.0833333
62857097	0.03	0.0
63510033	0.0166667	0.27
66004696	0.0866667	0.28
66240084	0.19	0.736667
66859993	0.316667	0.95
66937487	0.00666667	0.0533333
67630852	0.06	0.503333
69416938	0.0633333	0.0
70451926	0.0566667	0.0
71039110	0.0166667	0.203333
71321665	0.163333	0.383333
71772768	0.126667	0.403333
72264082	0.01	0.0
72352365	0.0533333	0.0
73796809	0.02	0.0133333
74210131	0.2	0.683333
74235260	0.0266667	0.0
77707206	0.01	0.136667
79182171	0.123333	0.483333
79454494	0.13	0.243333
80494647	0.0533333	0.223333
80639915	0.01	0.0
83251683	0.0666667	0.05
83588933	0.0266667	0.0
84255528	0.576667	0.986667
85765789	0.00666667	0.07
88248840	0.123333	0.35
