Pos	F0_freq	F60_freq
2245404	0.233333	0.803333
4528622	0.00333333	0.0
5049466	0.393333	0.863333
6628840	0.43	0.75
7495139	0.03	0.0
8621469	0.443333	1.0
8689736	0.0666667	0.12
10711374	0.123333	0.81
12660942	0.216667	0.523333
13448522	0.03	0.236667
15005929	0.09	0.413333
15727620	0.00333333	0.0
18316355	0.306667	0.676667
18547865	0.02	0.0
19868639	0.0833333	0.08
22147473	0.126667	0.306667
22339426	0.01	0.0
24339303	0.03	0.04
25458768	0.0166667	0.0633333
25794376	0.0833333	0.276667
25828495	0.0433333	0.166667
27440095	0.00333333	0.0
27536515	0.373333	0.79
30206453	0.186667	0.79
30540332	0.0666667	0.316667
30651125	0.116667	0.143333
32780587	0.333333	0.9
33114896	0.0433333	0.143333
35499448	0.0233333	0.0
36733417	0.00666667	0.0
36863533	0.0233333	0.22
39430346	0.0833333	0.246667
40375992	0.0433333	0.456667
40537949	0.113333	0.38
41165431	0.113333	0.366667
42195815	0.0966667	0.346667
43168208	0.0966667	0.48
43693383	0.123333	0.45
45379878	0.373333	0.923333
45609340	0.47	0.99
46173716	0.186667	0.71
46866430	0.01	0.00333333
47048074	0.0233333	0.0
49220377	0.0133333	0.283333
49613178	0.6	1.0
50752115	0.05	0.0433333
51507954	0.13	0.596667
51822497	0.03	0.143333
52528589	0.446667	0.943333
53303741	0.0233333	0.0333333
53790973	0.256667	0.583333
54026781	0.206667	0.566667
54894929	0.386667	0.506667
55616136	0.57	0.973333
57009090	0.0266667	0.05
57060100	0.0466667	0.15
58176785	0.136667	0.57
58460188	0.5	0.82
58860012	0.02	0.0
59703696	0.09	0.473333
60519056	0.06	0.306667
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.0833333
66240084	0.19	0.706667
66859993	0.316667	0.73
66937487	0.00666667	0.0
67630852	0.06	0.273333
69416938	0.0633333	0.0566667
70451926	0.0566667	0.403333
71039110	0.0166667	0.0
71321665	0.163333	0.44
71772768	0.126667	0.37
72264082	0.01	0.13
72352365	0.0533333	0.0833333
73796809	0.02	0.0433333
74210131	0.2	0.553333
74235260	0.0266667	0.0
77707206	0.01	0.0
79182171	0.123333	0.446667
79454494	0.13	0.506667
80494647	0.0533333	0.0
80639915	0.01	0.0
83251683	0.0666667	0.133333
83588933	0.0266667	0.0433333
84255528	0.576667	0.993333
85765789	0.00666667	0.0
88248840	0.123333	0.51
