Pos	F0_freq	F60_freq
2245404	0.233333	0.73
4528622	0.00333333	0.0166667
5049466	0.393333	0.85
6628840	0.43	0.96
7495139	0.03	0.246667
8621469	0.443333	0.83
8689736	0.0666667	0.13
10711374	0.123333	0.22
12660942	0.216667	0.333333
13448522	0.03	0.0
15005929	0.09	0.32
15727620	0.00333333	0.0
18316355	0.306667	0.81
18547865	0.02	0.0
19868639	0.0833333	0.463333
22147473	0.126667	0.373333
22339426	0.01	0.173333
24339303	0.03	0.146667
25458768	0.0166667	0.0966667
25794376	0.0833333	0.23
25828495	0.0433333	0.653333
27440095	0.00333333	0.0
27536515	0.373333	0.566667
30206453	0.186667	0.373333
30540332	0.0666667	0.0766667
30651125	0.116667	0.676667
32780587	0.333333	0.923333
33114896	0.0433333	0.253333
35499448	0.0233333	0.0
36733417	0.00666667	0.0
36863533	0.0233333	0.0
39430346	0.0833333	0.153333
40375992	0.0433333	0.0133333
40537949	0.113333	0.24
41165431	0.113333	0.55
42195815	0.0966667	0.04
43168208	0.0966667	0.03
43693383	0.123333	0.4
45379878	0.373333	0.916667
45609340	0.47	0.94
46173716	0.186667	0.71
46866430	0.01	0.0533333
47048074	0.0233333	0.0
49220377	0.0133333	0.0
49613178	0.6	0.99
50752115	0.05	0.0
51507954	0.13	0.336667
51822497	0.03	0.283333
52528589	0.446667	0.783333
53303741	0.0233333	0.18
53790973	0.256667	0.61
54026781	0.206667	0.603333
54894929	0.386667	0.81
55616136	0.57	1.0
57009090	0.0266667	0.0
57060100	0.0466667	0.0933333
58176785	0.136667	0.533333
58460188	0.5	0.983333
58860012	0.02	0.0
59703696	0.09	0.463333
60519056	0.06	0.276667
62857097	0.03	0.07
63510033	0.0166667	0.0
66004696	0.0866667	0.35
66240084	0.19	0.786667
66859993	0.316667	0.813333
66937487	0.00666667	0.0
67630852	0.06	0.103333
69416938	0.0633333	0.176667
70451926	0.0566667	0.0
71039110	0.0166667	0.0
71321665	0.163333	0.553333
71772768	0.126667	0.0
72264082	0.01	0.0
72352365	0.0533333	0.236667
73796809	0.02	0.11
74210131	0.2	0.406667
74235260	0.0266667	0.01
77707206	0.01	0.0
79182171	0.123333	0.47
79454494	0.13	0.296667
80494647	0.0533333	0.4
80639915	0.01	0.0
83251683	0.0666667	0.06
83588933	0.0266667	0.06
84255528	0.576667	1.0
85765789	0.00666667	0.0
88248840	0.123333	0.386667
