Pos	F0_freq	F60_freq
2245404	0.233333	0.863333
4528622	0.00333333	0.0
5049466	0.393333	1.0
6628840	0.43	0.996667
7495139	0.03	0.1
8621469	0.443333	0.976667
8689736	0.0666667	0.176667
10711374	0.123333	0.536667
12660942	0.216667	0.6
13448522	0.03	0.0666667
15005929	0.09	0.393333
15727620	0.00333333	0.0
18316355	0.306667	0.95
18547865	0.02	0.03
19868639	0.0833333	0.55
22147473	0.126667	0.38
22339426	0.01	0.0
24339303	0.03	0.0
25458768	0.0166667	0.0
25794376	0.0833333	0.513333
25828495	0.0433333	0.486667
27440095	0.00333333	0.18
27536515	0.373333	0.993333
30206453	0.186667	0.77
30540332	0.0666667	0.11
30651125	0.116667	0.226667
32780587	0.333333	0.753333
33114896	0.0433333	0.0
35499448	0.0233333	0.336667
36733417	0.00666667	0.0
36863533	0.0233333	0.51
39430346	0.0833333	0.31
40375992	0.0433333	0.596667
40537949	0.113333	0.763333
41165431	0.113333	0.75
42195815	0.0966667	0.206667
43168208	0.0966667	0.0833333
43693383	0.123333	0.59
45379878	0.373333	0.936667
45609340	0.47	1.0
46173716	0.186667	0.933333
46866430	0.01	0.32
47048074	0.0233333	0.123333
49220377	0.0133333	0.15
49613178	0.6	1.0
50752115	0.05	0.02
51507954	0.13	0.903333
51822497	0.03	0.26
52528589	0.446667	0.923333
53303741	0.0233333	0.163333
53790973	0.256667	0.533333
54026781	0.206667	0.833333
54894929	0.386667	0.96
55616136	0.57	0.89
57009090	0.0266667	0.14
57060100	0.0466667	0.02
58176785	0.136667	0.703333
58460188	0.5	0.986667
58860012	0.02	0.0666667
59703696	0.09	0.556667
60519056	0.06	0.546667
62857097	0.03	0.203333
63510033	0.0166667	0.496667
66004696	0.0866667	0.0
66240084	0.19	0.796667
66859993	0.316667	0.976667
66937487	0.00666667	0.0
67630852	0.06	0.873333
69416938	0.0633333	0.0566667
70451926	0.0566667	0.00333333
71039110	0.0166667	0.0
71321665	0.163333	0.366667
71772768	0.126667	0.696667
72264082	0.01	0.0
72352365	0.0533333	0.116667
73796809	0.02	0.313333
74210131	0.2	0.87
74235260	0.0266667	0.243333
77707206	0.01	0.0
79182171	0.123333	0.693333
79454494	0.13	0.583333
80494647	0.0533333	0.176667
80639915	0.01	0.18
83251683	0.0666667	0.303333
83588933	0.0266667	0.0
84255528	0.576667	0.936667
85765789	0.00666667	0.566667
88248840	0.123333	0.496667
