Pos	F0_freq	F60_freq
2245404	0.233333	0.86
4528622	0.00333333	0.0
5049466	0.393333	0.95
6628840	0.43	0.966667
7495139	0.03	0.42
8621469	0.443333	0.923333
8689736	0.0666667	0.413333
10711374	0.123333	0.756667
12660942	0.216667	0.596667
13448522	0.03	0.306667
15005929	0.09	0.383333
15727620	0.00333333	0.0
18316355	0.306667	1.0
18547865	0.02	0.266667
19868639	0.0833333	0.28
22147473	0.126667	0.72
22339426	0.01	0.0
24339303	0.03	0.186667
25458768	0.0166667	0.09
25794376	0.0833333	0.126667
25828495	0.0433333	0.203333
27440095	0.00333333	0.0
27536515	0.373333	0.96
30206453	0.186667	0.71
30540332	0.0666667	0.2
30651125	0.116667	0.203333
32780587	0.333333	0.613333
33114896	0.0433333	0.386667
35499448	0.0233333	0.0
36733417	0.00666667	0.82
36863533	0.0233333	0.0566667
39430346	0.0833333	0.183333
40375992	0.0433333	0.0966667
40537949	0.113333	0.736667
41165431	0.113333	0.643333
42195815	0.0966667	0.0733333
43168208	0.0966667	0.166667
43693383	0.123333	0.703333
45379878	0.373333	0.983333
45609340	0.47	0.993333
46173716	0.186667	0.71
46866430	0.01	0.0
47048074	0.0233333	0.226667
49220377	0.0133333	0.0633333
49613178	0.6	1.0
50752115	0.05	0.363333
51507954	0.13	0.933333
51822497	0.03	0.393333
52528589	0.446667	0.923333
53303741	0.0233333	0.42
53790973	0.256667	0.953333
54026781	0.206667	0.32
54894929	0.386667	0.97
55616136	0.57	0.98
57009090	0.0266667	0.673333
57060100	0.0466667	0.0
58176785	0.136667	0.46
58460188	0.5	1.0
58860012	0.02	0.0
59703696	0.09	0.746667
60519056	0.06	0.0633333
62857097	0.03	0.26
63510033	0.0166667	0.306667
66004696	0.0866667	0.413333
66240084	0.19	0.78
66859993	0.316667	0.976667
66937487	0.00666667	0.0
67630852	0.06	0.143333
69416938	0.0633333	0.0733333
70451926	0.0566667	0.143333
71039110	0.0166667	0.0
71321665	0.163333	0.846667
71772768	0.126667	0.16
72264082	0.01	0.0466667
72352365	0.0533333	0.626667
73796809	0.02	0.596667
74210131	0.2	0.59
74235260	0.0266667	0.0
77707206	0.01	0.0
79182171	0.123333	0.44
79454494	0.13	0.516667
80494647	0.0533333	0.0
80639915	0.01	0.0
83251683	0.0666667	0.453333
83588933	0.0266667	0.08
84255528	0.576667	0.996667
85765789	0.00666667	0.683333
88248840	0.123333	0.7
