Pos	F0_freq	F60_freq
2245404	0.233333	0.76
4528622	0.00333333	0.0
5049466	0.393333	0.82
6628840	0.43	0.98
7495139	0.03	0.0
8621469	0.443333	0.97
8689736	0.0666667	0.606667
10711374	0.123333	0.0933333
12660942	0.216667	0.886667
13448522	0.03	0.256667
15005929	0.09	0.38
15727620	0.00333333	0.0
18316355	0.306667	0.993333
18547865	0.02	0.163333
19868639	0.0833333	0.176667
22147473	0.126667	0.586667
22339426	0.01	0.0
24339303	0.03	0.156667
25458768	0.0166667	0.556667
25794376	0.0833333	0.79
25828495	0.0433333	0.27
27440095	0.00333333	0.0
27536515	0.373333	0.943333
30206453	0.186667	0.93
30540332	0.0666667	0.426667
30651125	0.116667	0.196667
32780587	0.333333	0.966667
33114896	0.0433333	0.0133333
35499448	0.0233333	0.0933333
36733417	0.00666667	0.0
36863533	0.0233333	0.233333
39430346	0.0833333	0.786667
40375992	0.0433333	0.826667
40537949	0.113333	0.843333
41165431	0.113333	0.706667
42195815	0.0966667	0.846667
43168208	0.0966667	0.523333
43693383	0.123333	0.643333
45379878	0.373333	0.943333
45609340	0.47	0.936667
46173716	0.186667	0.786667
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.0
49613178	0.6	1.0
50752115	0.05	0.0533333
51507954	0.13	0.636667
51822497	0.03	0.766667
52528589	0.446667	0.873333
53303741	0.0233333	0.0733333
53790973	0.256667	0.883333
54026781	0.206667	0.776667
54894929	0.386667	0.953333
55616136	0.57	0.953333
57009090	0.0266667	0.106667
57060100	0.0466667	0.156667
58176785	0.136667	0.2
58460188	0.5	0.97
58860012	0.02	0.0
59703696	0.09	0.506667
60519056	0.06	0.0
62857097	0.03	0.1
63510033	0.0166667	0.763333
66004696	0.0866667	0.58
66240084	0.19	0.683333
66859993	0.316667	0.94
66937487	0.00666667	0.0
67630852	0.06	0.583333
69416938	0.0633333	0.34
70451926	0.0566667	0.09
71039110	0.0166667	0.273333
71321665	0.163333	0.82
71772768	0.126667	0.323333
72264082	0.01	0.243333
72352365	0.0533333	0.193333
73796809	0.02	0.46
74210131	0.2	0.85
74235260	0.0266667	0.186667
77707206	0.01	0.09
79182171	0.123333	0.353333
79454494	0.13	0.63
80494647	0.0533333	0.263333
80639915	0.01	0.0
83251683	0.0666667	0.336667
83588933	0.0266667	0.0
84255528	0.576667	0.973333
85765789	0.00666667	0.0
88248840	0.123333	0.523333
