Pos	F0_freq	F60_freq
2245404	0.233333	0.856667
4528622	0.00333333	0.336667
5049466	0.393333	0.99
6628840	0.43	0.976667
7495139	0.03	0.0
8621469	0.443333	0.963333
8689736	0.0666667	0.43
10711374	0.123333	0.6
12660942	0.216667	0.92
13448522	0.03	0.276667
15005929	0.09	0.82
15727620	0.00333333	0.0
18316355	0.306667	0.996667
18547865	0.02	0.0
19868639	0.0833333	0.306667
22147473	0.126667	0.69
22339426	0.01	0.246667
24339303	0.03	0.53
25458768	0.0166667	0.446667
25794376	0.0833333	0.51
25828495	0.0433333	0.63
27440095	0.00333333	0.0
27536515	0.373333	0.986667
30206453	0.186667	0.946667
30540332	0.0666667	0.673333
30651125	0.116667	0.613333
32780587	0.333333	0.746667
33114896	0.0433333	0.0
35499448	0.0233333	0.336667
36733417	0.00666667	0.0
36863533	0.0233333	0.336667
39430346	0.0833333	0.286667
40375992	0.0433333	0.35
40537949	0.113333	0.273333
41165431	0.113333	0.6
42195815	0.0966667	0.366667
43168208	0.0966667	0.286667
43693383	0.123333	0.496667
45379878	0.373333	0.976667
45609340	0.47	0.926667
46173716	0.186667	0.82
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.136667
49613178	0.6	1.0
50752115	0.05	0.323333
51507954	0.13	0.703333
51822497	0.03	0.68
52528589	0.446667	0.933333
53303741	0.0233333	0.51
53790973	0.256667	0.683333
54026781	0.206667	0.58
54894929	0.386667	0.84
55616136	0.57	0.996667
57009090	0.0266667	0.7
57060100	0.0466667	0.0966667
58176785	0.136667	0.656667
58460188	0.5	1.0
58860012	0.02	0.0
59703696	0.09	0.226667
60519056	0.06	0.433333
62857097	0.03	0.01
63510033	0.0166667	0.893333
66004696	0.0866667	0.73
66240084	0.19	0.463333
66859993	0.316667	0.716667
66937487	0.00666667	0.0
67630852	0.06	0.866667
69416938	0.0633333	0.116667
70451926	0.0566667	0.216667
71039110	0.0166667	0.403333
71321665	0.163333	0.95
71772768	0.126667	0.49
72264082	0.01	0.0
72352365	0.0533333	0.386667
73796809	0.02	0.12
74210131	0.2	0.766667
74235260	0.0266667	0.363333
77707206	0.01	0.133333
79182171	0.123333	0.116667
79454494	0.13	0.746667
80494647	0.0533333	0.2
80639915	0.01	0.56
83251683	0.0666667	0.326667
83588933	0.0266667	0.0
84255528	0.576667	0.993333
85765789	0.00666667	0.673333
88248840	0.123333	0.523333
