Pos	F0_freq	F60_freq
2245404	0.233333	0.373333
4528622	0.00333333	0.116667
5049466	0.393333	0.986667
6628840	0.43	1.0
7495139	0.03	0.283333
8621469	0.443333	0.87
8689736	0.0666667	0.326667
10711374	0.123333	0.446667
12660942	0.216667	0.503333
13448522	0.03	0.506667
15005929	0.09	0.24
15727620	0.00333333	0.0
18316355	0.306667	0.896667
18547865	0.02	0.0
19868639	0.0833333	0.573333
22147473	0.126667	0.643333
22339426	0.01	0.0
24339303	0.03	0.303333
25458768	0.0166667	0.0466667
25794376	0.0833333	0.516667
25828495	0.0433333	0.7
27440095	0.00333333	0.0
27536515	0.373333	0.953333
30206453	0.186667	0.966667
30540332	0.0666667	0.583333
30651125	0.116667	0.283333
32780587	0.333333	0.94
33114896	0.0433333	0.6
35499448	0.0233333	0.443333
36733417	0.00666667	0.726667
36863533	0.0233333	0.0
39430346	0.0833333	0.69
40375992	0.0433333	0.686667
40537949	0.113333	0.21
41165431	0.113333	0.44
42195815	0.0966667	0.666667
43168208	0.0966667	0.06
43693383	0.123333	0.913333
45379878	0.373333	0.936667
45609340	0.47	0.9
46173716	0.186667	0.373333
46866430	0.01	0.0
47048074	0.0233333	0.0
49220377	0.0133333	0.336667
49613178	0.6	1.0
50752115	0.05	0.0966667
51507954	0.13	0.65
51822497	0.03	0.43
52528589	0.446667	0.9
53303741	0.0233333	0.29
53790973	0.256667	0.886667
54026781	0.206667	0.746667
54894929	0.386667	0.88
55616136	0.57	1.0
57009090	0.0266667	0.386667
57060100	0.0466667	0.706667
58176785	0.136667	0.426667
58460188	0.5	0.976667
58860012	0.02	0.136667
59703696	0.09	0.873333
60519056	0.06	0.48
62857097	0.03	0.0
63510033	0.0166667	0.0
66004696	0.0866667	0.873333
66240084	0.19	0.58
66859993	0.316667	0.963333
66937487	0.00666667	0.0
67630852	0.06	0.58
69416938	0.0633333	0.0
70451926	0.0566667	0.65
71039110	0.0166667	0.396667
71321665	0.163333	0.723333
71772768	0.126667	0.49
72264082	0.01	0.0
72352365	0.0533333	0.64
73796809	0.02	0.876667
74210131	0.2	0.946667
74235260	0.0266667	0.00666667
77707206	0.01	0.0766667
79182171	0.123333	0.256667
79454494	0.13	0.353333
80494647	0.0533333	0.726667
80639915	0.01	0.0
83251683	0.0666667	0.313333
83588933	0.0266667	0.0
84255528	0.576667	1.0
85765789	0.00666667	0.0
88248840	0.123333	0.07
