Pos	F0_freq	F60_freq
1	0.233333	0.703333
2	0.00333333	0.0
3	0.393333	0.96
4	0.43	0.883333
5	0.03	0.37
6	0.443333	0.983333
7	0.0666667	0.05
8	0.123333	0.296667
9	0.216667	0.533333
10	0.03	0.0
11	0.09	0.25
12	0.00333333	0.0
13	0.306667	0.576667
14	0.02	0.0
15	0.0833333	0.306667
16	0.126667	0.0266667
17	0.01	0.0766667
18	0.03	0.0
19	0.0166667	0.0
20	0.0833333	0.09
21	0.0433333	0.353333
22	0.00333333	0.0
23	0.373333	0.97
24	0.186667	0.743333
25	0.0666667	0.346667
26	0.116667	0.586667
27	0.333333	0.83
28	0.0433333	0.126667
29	0.0233333	0.0
30	0.00666667	0.0
31	0.0233333	0.0
32	0.0833333	0.3
33	0.0433333	0.07
34	0.113333	0.503333
35	0.113333	0.603333
36	0.0966667	0.186667
37	0.0966667	0.163333
38	0.123333	0.23
39	0.373333	0.8
40	0.47	0.943333
41	0.186667	0.556667
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.106667
45	0.6	1.0
46	0.05	0.00333333
47	0.13	0.616667
48	0.03	0.0
49	0.446667	0.86
50	0.0233333	0.01
51	0.256667	0.853333
52	0.206667	0.226667
53	0.386667	0.873333
54	0.57	0.966667
55	0.0266667	0.356667
56	0.0466667	0.06
57	0.136667	0.28
58	0.5	0.953333
59	0.02	0.0
60	0.09	0.4
61	0.06	0.0466667
62	0.03	0.166667
63	0.0166667	0.0
64	0.0866667	0.0933333
65	0.19	0.823333
66	0.316667	0.986667
67	0.00666667	0.0933333
68	0.06	0.413333
69	0.0633333	0.0366667
70	0.0566667	0.0266667
71	0.0166667	0.453333
72	0.163333	0.693333
73	0.126667	0.526667
74	0.01	0.0
75	0.0533333	0.226667
76	0.02	0.0733333
77	0.2	0.263333
78	0.0266667	0.0666667
79	0.01	0.0133333
80	0.123333	0.15
81	0.13	0.706667
82	0.0533333	0.196667
83	0.01	0.106667
84	0.0666667	0.0233333
85	0.0266667	0.0
86	0.576667	0.99
87	0.00666667	0.0
88	0.123333	0.383333
