Pos	F0_freq	F60_freq
1	0.233333	0.49
2	0.00333333	0.0
3	0.393333	0.973333
4	0.43	1.0
5	0.03	0.143333
6	0.443333	0.98
7	0.0666667	0.113333
8	0.123333	0.743333
9	0.216667	0.683333
10	0.03	0.18
11	0.09	0.546667
12	0.00333333	0.0633333
13	0.306667	0.896667
14	0.02	0.18
15	0.0833333	0.0766667
16	0.126667	0.32
17	0.01	0.166667
18	0.03	0.176667
19	0.0166667	0.2
20	0.0833333	0.15
21	0.0433333	0.06
22	0.00333333	0.0
23	0.373333	0.726667
24	0.186667	0.866667
25	0.0666667	0.226667
26	0.116667	0.0866667
27	0.333333	0.883333
28	0.0433333	0.173333
29	0.0233333	0.08
30	0.00666667	0.0
31	0.0233333	0.49
32	0.0833333	0.36
33	0.0433333	0.24
34	0.113333	0.236667
35	0.113333	0.633333
36	0.0966667	0.0
37	0.0966667	0.596667
38	0.123333	0.283333
39	0.373333	0.556667
40	0.47	1.0
41	0.186667	0.763333
42	0.01	0.0
43	0.0233333	0.0433333
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.126667
47	0.13	0.703333
48	0.03	0.0
49	0.446667	0.933333
50	0.0233333	0.306667
51	0.256667	0.423333
52	0.206667	0.2
53	0.386667	0.886667
54	0.57	0.97
55	0.0266667	0.373333
56	0.0466667	0.293333
57	0.136667	0.64
58	0.5	0.926667
59	0.02	0.0
60	0.09	0.0466667
61	0.06	0.363333
62	0.03	0.623333
63	0.0166667	0.243333
64	0.0866667	0.17
65	0.19	0.523333
66	0.316667	0.94
67	0.00666667	0.0
68	0.06	0.123333
69	0.0633333	0.1
70	0.0566667	0.276667
71	0.0166667	0.0
72	0.163333	0.506667
73	0.126667	0.413333
74	0.01	0.0
75	0.0533333	0.0266667
76	0.02	0.216667
77	0.2	0.423333
78	0.0266667	0.0
79	0.01	0.0
80	0.123333	0.533333
81	0.13	0.483333
82	0.0533333	0.0
83	0.01	0.0
84	0.0666667	0.373333
85	0.0266667	0.0533333
86	0.576667	1.0
87	0.00666667	0.0
88	0.123333	0.146667
