Pos	F0_freq	F60_freq
1	0.233333	0.78
2	0.00333333	0.0
3	0.393333	0.67
4	0.43	0.896667
5	0.03	0.0433333
6	0.443333	0.7
7	0.0666667	0.426667
8	0.123333	0.513333
9	0.216667	0.29
10	0.03	0.466667
11	0.09	0.45
12	0.00333333	0.0
13	0.306667	0.82
14	0.02	0.0
15	0.0833333	0.0766667
16	0.126667	0.563333
17	0.01	0.0
18	0.03	0.0333333
19	0.0166667	0.0
20	0.0833333	0.18
21	0.0433333	0.3
22	0.00333333	0.0
23	0.373333	0.916667
24	0.186667	0.62
25	0.0666667	0.283333
26	0.116667	0.146667
27	0.333333	0.583333
28	0.0433333	0.283333
29	0.0233333	0.113333
30	0.00666667	0.0466667
31	0.0233333	0.0
32	0.0833333	0.373333
33	0.0433333	0.11
34	0.113333	0.25
35	0.113333	0.353333
36	0.0966667	0.396667
37	0.0966667	0.22
38	0.123333	0.533333
39	0.373333	0.58
40	0.47	0.98
41	0.186667	0.843333
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.0
45	0.6	0.973333
46	0.05	0.06
47	0.13	0.286667
48	0.03	0.0
49	0.446667	0.97
50	0.0233333	0.0
51	0.256667	0.743333
52	0.206667	0.593333
53	0.386667	0.946667
54	0.57	0.996667
55	0.0266667	0.0
56	0.0466667	0.0
57	0.136667	0.546667
58	0.5	0.983333
59	0.02	0.0733333
60	0.09	0.05
61	0.06	0.113333
62	0.03	0.136667
63	0.0166667	0.0
64	0.0866667	0.466667
65	0.19	0.506667
66	0.316667	0.686667
67	0.00666667	0.196667
68	0.06	0.203333
69	0.0633333	0.00666667
70	0.0566667	0.153333
71	0.0166667	0.0
72	0.163333	0.71
73	0.126667	0.413333
74	0.01	0.0
75	0.0533333	0.00666667
76	0.02	0.44
77	0.2	0.676667
78	0.0266667	0.0
79	0.01	0.0233333
80	0.123333	0.27
81	0.13	0.383333
82	0.0533333	0.1
83	0.01	0.0
84	0.0666667	0.0966667
85	0.0266667	0.0566667
86	0.576667	0.963333
87	0.00666667	0.0
88	0.123333	0.47
