Pos	F0_freq	F60_freq
1	0.233333	0.653333
2	0.00333333	0.0
3	0.393333	0.833333
4	0.43	0.996667
5	0.03	0.166667
6	0.443333	0.933333
7	0.0666667	0.563333
8	0.123333	0.446667
9	0.216667	0.576667
10	0.03	0.0
11	0.09	0.243333
12	0.00333333	0.0
13	0.306667	0.773333
14	0.02	0.01
15	0.0833333	0.173333
16	0.126667	0.186667
17	0.01	0.13
18	0.03	0.343333
19	0.0166667	0.163333
20	0.0833333	0.766667
21	0.0433333	0.03
22	0.00333333	0.0
23	0.373333	0.796667
24	0.186667	0.68
25	0.0666667	0.02
26	0.116667	0.543333
27	0.333333	0.95
28	0.0433333	0.16
29	0.0233333	0.186667
30	0.00666667	0.0
31	0.0233333	0.0
32	0.0833333	0.163333
33	0.0433333	0.0866667
34	0.113333	0.62
35	0.113333	0.0566667
36	0.0966667	0.256667
37	0.0966667	0.0433333
38	0.123333	0.243333
39	0.373333	0.84
40	0.47	0.946667
41	0.186667	0.57
42	0.01	0.0
43	0.0233333	0.0966667
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.17
47	0.13	0.486667
48	0.03	0.0
49	0.446667	0.96
50	0.0233333	0.0
51	0.256667	0.88
52	0.206667	0.736667
53	0.386667	0.853333
54	0.57	0.99
55	0.0266667	0.0533333
56	0.0466667	0.166667
57	0.136667	0.223333
58	0.5	0.996667
59	0.02	0.12
60	0.09	0.193333
61	0.06	0.26
62	0.03	0.0
63	0.0166667	0.0
64	0.0866667	0.0233333
65	0.19	0.72
66	0.316667	0.786667
67	0.00666667	0.0
68	0.06	0.0
69	0.0633333	0.0566667
70	0.0566667	0.0
71	0.0166667	0.0
72	0.163333	0.213333
73	0.126667	0.873333
74	0.01	0.0
75	0.0533333	0.25
76	0.02	0.23
77	0.2	0.496667
78	0.0266667	0.0
79	0.01	0.116667
80	0.123333	0.01
81	0.13	0.496667
82	0.0533333	0.17
83	0.01	0.0566667
84	0.0666667	0.426667
85	0.0266667	0.0
86	0.576667	0.956667
87	0.00666667	0.0
88	0.123333	0.14
