Pos	F0_freq	F60_freq
1	0.233333	0.533333
2	0.00333333	0.303333
3	0.393333	0.916667
4	0.43	0.916667
5	0.03	0.07
6	0.443333	0.75
7	0.0666667	0.0566667
8	0.123333	0.68
9	0.216667	0.563333
10	0.03	0.416667
11	0.09	0.17
12	0.00333333	0.0
13	0.306667	0.723333
14	0.02	0.0
15	0.0833333	0.423333
16	0.126667	0.516667
17	0.01	0.0
18	0.03	0.0
19	0.0166667	0.0
20	0.0833333	0.0
21	0.0433333	0.226667
22	0.00333333	0.193333
23	0.373333	0.95
24	0.186667	0.4
25	0.0666667	0.46
26	0.116667	0.15
27	0.333333	0.86
28	0.0433333	0.0
29	0.0233333	0.0
30	0.00666667	0.0733333
31	0.0233333	0.0
32	0.0833333	0.243333
33	0.0433333	0.113333
34	0.113333	0.143333
35	0.113333	0.0933333
36	0.0966667	0.423333
37	0.0966667	0.106667
38	0.123333	0.483333
39	0.373333	0.933333
40	0.47	0.956667
41	0.186667	0.786667
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.0
45	0.6	0.99
46	0.05	0.0
47	0.13	0.436667
48	0.03	0.256667
49	0.446667	0.953333
50	0.0233333	0.0
51	0.256667	0.783333
52	0.206667	0.896667
53	0.386667	0.596667
54	0.57	0.996667
55	0.0266667	0.0
56	0.0466667	0.433333
57	0.136667	0.826667
58	0.5	0.96
59	0.02	0.0
60	0.09	0.19
61	0.06	0.286667
62	0.03	0.00666667
63	0.0166667	0.0866667
64	0.0866667	0.14
65	0.19	0.733333
66	0.316667	0.953333
67	0.00666667	0.0
68	0.06	0.133333
69	0.0633333	0.06
70	0.0566667	0.4
71	0.0166667	0.1
72	0.163333	0.216667
73	0.126667	0.3
74	0.01	0.0
75	0.0533333	0.08
76	0.02	0.0
77	0.2	0.606667
78	0.0266667	0.306667
79	0.01	0.0
80	0.123333	0.376667
81	0.13	0.0433333
82	0.0533333	0.183333
83	0.01	0.0
84	0.0666667	0.22
85	0.0266667	0.1
86	0.576667	1.0
87	0.00666667	0.0
88	0.123333	0.3
