Pos	F0_freq	F60_freq
1	0.233333	0.78
2	0.00333333	0.0
3	0.393333	0.773333
4	0.43	0.523333
5	0.03	0.0733333
6	0.443333	0.883333
7	0.0666667	0.146667
8	0.123333	0.62
9	0.216667	0.463333
10	0.03	0.143333
11	0.09	0.45
12	0.00333333	0.0
13	0.306667	0.896667
14	0.02	0.1
15	0.0833333	0.446667
16	0.126667	0.17
17	0.01	0.0
18	0.03	0.0
19	0.0166667	0.0
20	0.0833333	0.516667
21	0.0433333	0.0
22	0.00333333	0.0
23	0.373333	0.913333
24	0.186667	0.68
25	0.0666667	0.0
26	0.116667	0.296667
27	0.333333	0.826667
28	0.0433333	0.466667
29	0.0233333	0.01
30	0.00666667	0.0
31	0.0233333	0.0
32	0.0833333	0.0
33	0.0433333	0.296667
34	0.113333	0.0666667
35	0.113333	0.136667
36	0.0966667	0.0966667
37	0.0966667	0.773333
38	0.123333	0.44
39	0.373333	0.963333
40	0.47	0.946667
41	0.186667	0.523333
42	0.01	0.0
43	0.0233333	0.163333
44	0.0133333	0.0
45	0.6	0.993333
46	0.05	0.45
47	0.13	0.62
48	0.03	0.0
49	0.446667	0.976667
50	0.0233333	0.04
51	0.256667	0.533333
52	0.206667	0.213333
53	0.386667	0.806667
54	0.57	1.0
55	0.0266667	0.02
56	0.0466667	0.426667
57	0.136667	0.663333
58	0.5	0.996667
59	0.02	0.19
60	0.09	0.603333
61	0.06	0.133333
62	0.03	0.0466667
63	0.0166667	0.00666667
64	0.0866667	0.0833333
65	0.19	0.45
66	0.316667	0.99
67	0.00666667	0.0
68	0.06	0.29
69	0.0633333	0.16
70	0.0566667	0.263333
71	0.0166667	0.483333
72	0.163333	0.52
73	0.126667	0.56
74	0.01	0.0966667
75	0.0533333	0.0166667
76	0.02	0.0
77	0.2	0.533333
78	0.0266667	0.173333
79	0.01	0.0
80	0.123333	0.33
81	0.13	0.37
82	0.0533333	0.136667
83	0.01	0.0
84	0.0666667	0.0233333
85	0.0266667	0.0333333
86	0.576667	1.0
87	0.00666667	0.0
88	0.123333	0.226667
