Pos	F0_freq	F60_freq
1	0.233333	0.743333
2	0.00333333	0.0
3	0.393333	0.886667
4	0.43	0.85
5	0.03	0.0
6	0.443333	0.99
7	0.0666667	0.07
8	0.123333	0.12
9	0.216667	0.656667
10	0.03	0.05
11	0.09	0.116667
12	0.00333333	0.0
13	0.306667	0.883333
14	0.02	0.00666667
15	0.0833333	0.42
16	0.126667	0.363333
17	0.01	0.0666667
18	0.03	0.28
19	0.0166667	0.02
20	0.0833333	0.483333
21	0.0433333	0.43
22	0.00333333	0.0
23	0.373333	0.956667
24	0.186667	0.396667
25	0.0666667	0.0166667
26	0.116667	0.33
27	0.333333	0.79
28	0.0433333	0.0333333
29	0.0233333	0.26
30	0.00666667	0.0
31	0.0233333	0.0966667
32	0.0833333	0.0166667
33	0.0433333	0.07
34	0.113333	0.433333
35	0.113333	0.333333
36	0.0966667	0.0433333
37	0.0966667	0.756667
38	0.123333	0.776667
39	0.373333	0.93
40	0.47	0.96
41	0.186667	0.433333
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.11
47	0.13	0.336667
48	0.03	0.133333
49	0.446667	0.853333
50	0.0233333	0.193333
51	0.256667	0.83
52	0.206667	0.773333
53	0.386667	0.916667
54	0.57	0.956667
55	0.0266667	0.0366667
56	0.0466667	0.45
57	0.136667	0.506667
58	0.5	0.976667
59	0.02	0.0
60	0.09	0.0666667
61	0.06	0.24
62	0.03	0.16
63	0.0166667	0.0
64	0.0866667	0.296667
65	0.19	0.396667
66	0.316667	0.806667
67	0.00666667	0.0
68	0.06	0.456667
69	0.0633333	0.133333
70	0.0566667	0.0
71	0.0166667	0.0
72	0.163333	0.703333
73	0.126667	0.39
74	0.01	0.0
75	0.0533333	0.353333
76	0.02	0.22
77	0.2	0.71
78	0.0266667	0.07
79	0.01	0.38
80	0.123333	0.59
81	0.13	0.553333
82	0.0533333	0.146667
83	0.01	0.0
84	0.0666667	0.0
85	0.0266667	0.00666667
86	0.576667	1.0
87	0.00666667	0.0
88	0.123333	0.43
