Pos	F0_freq	F60_freq
1	0.233333	0.843333
2	0.00333333	0.316667
3	0.393333	0.993333
4	0.43	0.993333
5	0.03	0.113333
6	0.443333	1.0
7	0.0666667	0.456667
8	0.123333	0.36
9	0.216667	0.913333
10	0.03	0.483333
11	0.09	0.523333
12	0.00333333	0.0
13	0.306667	0.843333
14	0.02	0.0333333
15	0.0833333	0.603333
16	0.126667	0.56
17	0.01	0.0
18	0.03	0.0
19	0.0166667	0.0866667
20	0.0833333	0.503333
21	0.0433333	0.106667
22	0.00333333	0.313333
23	0.373333	0.99
24	0.186667	0.93
25	0.0666667	0.67
26	0.116667	0.433333
27	0.333333	0.756667
28	0.0433333	0.0
29	0.0233333	0.72
30	0.00666667	0.0
31	0.0233333	0.663333
32	0.0833333	0.343333
33	0.0433333	0.34
34	0.113333	0.55
35	0.113333	0.846667
36	0.0966667	0.456667
37	0.0966667	0.2
38	0.123333	0.566667
39	0.373333	0.833333
40	0.47	0.973333
41	0.186667	0.813333
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.00333333
45	0.6	0.986667
46	0.05	0.0
47	0.13	0.343333
48	0.03	0.173333
49	0.446667	0.82
50	0.0233333	0.716667
51	0.256667	0.84
52	0.206667	0.756667
53	0.386667	0.756667
54	0.57	0.993333
55	0.0266667	0.0
56	0.0466667	0.0
57	0.136667	0.59
58	0.5	1.0
59	0.02	0.663333
60	0.09	0.67
61	0.06	0.31
62	0.03	0.116667
63	0.0166667	0.436667
64	0.0866667	0.776667
65	0.19	0.526667
66	0.316667	1.0
67	0.00666667	0.0
68	0.06	0.586667
69	0.0633333	0.0566667
70	0.0566667	0.276667
71	0.0166667	0.0866667
72	0.163333	0.723333
73	0.126667	0.476667
74	0.01	0.0
75	0.0533333	0.313333
76	0.02	0.416667
77	0.2	0.803333
78	0.0266667	0.626667
79	0.01	0.46
80	0.123333	0.366667
81	0.13	0.49
82	0.0533333	0.316667
83	0.01	0.0
84	0.0666667	0.123333
85	0.0266667	0.05
86	0.576667	0.993333
87	0.00666667	0.0
88	0.123333	0.506667
