Pos	F0_freq	F60_freq
1	0.233333	0.81
2	0.00333333	0.246667
3	0.393333	0.973333
4	0.43	0.953333
5	0.03	0.0433333
6	0.443333	0.953333
7	0.0666667	0.383333
8	0.123333	0.923333
9	0.216667	0.843333
10	0.03	0.543333
11	0.09	0.183333
12	0.00333333	0.163333
13	0.306667	0.986667
14	0.02	0.0
15	0.0833333	0.576667
16	0.126667	0.626667
17	0.01	0.266667
18	0.03	0.26
19	0.0166667	0.113333
20	0.0833333	0.396667
21	0.0433333	0.00666667
22	0.00333333	0.586667
23	0.373333	0.98
24	0.186667	0.943333
25	0.0666667	0.293333
26	0.116667	0.786667
27	0.333333	0.866667
28	0.0433333	0.366667
29	0.0233333	0.446667
30	0.00666667	0.946667
31	0.0233333	0.0
32	0.0833333	0.493333
33	0.0433333	0.2
34	0.113333	0.303333
35	0.113333	0.463333
36	0.0966667	0.0
37	0.0966667	0.376667
38	0.123333	0.466667
39	0.373333	0.913333
40	0.47	0.853333
41	0.186667	0.403333
42	0.01	0.0
43	0.0233333	0.0
44	0.0133333	0.0733333
45	0.6	1.0
46	0.05	0.15
47	0.13	0.633333
48	0.03	0.0466667
49	0.446667	0.893333
50	0.0233333	0.416667
51	0.256667	0.91
52	0.206667	0.796667
53	0.386667	0.983333
54	0.57	0.993333
55	0.0266667	0.0
56	0.0466667	0.356667
57	0.136667	0.776667
58	0.5	1.0
59	0.02	0.0
60	0.09	0.253333
61	0.06	0.0
62	0.03	0.00666667
63	0.0166667	0.58
64	0.0866667	0.11
65	0.19	0.703333
66	0.316667	0.836667
67	0.00666667	0.0
68	0.06	0.403333
69	0.0633333	0.286667
70	0.0566667	0.69
71	0.0166667	0.366667
72	0.163333	0.88
73	0.126667	0.42
74	0.01	0.0
75	0.0533333	0.21
76	0.02	0.643333
77	0.2	0.716667
78	0.0266667	0.136667
79	0.01	0.0
80	0.123333	0.0733333
81	0.13	0.64
82	0.0533333	0.0
83	0.01	0.14
84	0.0666667	0.0866667
85	0.0266667	0.0
86	0.576667	0.993333
87	0.00666667	0.133333
88	0.123333	0.783333
