Pos	F0_freq	F60_freq
1	0.233333	0.933333
2	0.00333333	0.0
3	0.393333	0.876667
4	0.43	0.99
5	0.03	0.236667
6	0.443333	0.983333
7	0.0666667	0.513333
8	0.123333	0.386667
9	0.216667	0.83
10	0.03	0.47
11	0.09	0.303333
12	0.00333333	0.0
13	0.306667	0.946667
14	0.02	0.513333
15	0.0833333	0.596667
16	0.126667	0.783333
17	0.01	0.16
18	0.03	0.0
19	0.0166667	0.453333
20	0.0833333	0.316667
21	0.0433333	0.526667
22	0.00333333	0.0
23	0.373333	0.97
24	0.186667	0.823333
25	0.0666667	0.326667
26	0.116667	0.77
27	0.333333	0.96
28	0.0433333	0.386667
29	0.0233333	0.103333
30	0.00666667	0.0
31	0.0233333	0.73
32	0.0833333	0.706667
33	0.0433333	0.23
34	0.113333	0.513333
35	0.113333	0.346667
36	0.0966667	0.91
37	0.0966667	0.453333
38	0.123333	0.723333
39	0.373333	0.973333
40	0.47	0.986667
41	0.186667	0.866667
42	0.01	0.0
43	0.0233333	0.113333
44	0.0133333	0.0
45	0.6	0.996667
46	0.05	0.266667
47	0.13	0.53
48	0.03	0.07
49	0.446667	0.986667
50	0.0233333	0.296667
51	0.256667	0.613333
52	0.206667	0.693333
53	0.386667	0.926667
54	0.57	0.95
55	0.0266667	0.28
56	0.0466667	0.183333
57	0.136667	0.38
58	0.5	1.0
59	0.02	0.0366667
60	0.09	0.566667
61	0.06	0.35
62	0.03	0.02
63	0.0166667	0.353333
64	0.0866667	0.463333
65	0.19	0.45
66	0.316667	0.873333
67	0.00666667	0.0
68	0.06	0.38
69	0.0633333	0.113333
70	0.0566667	0.61
71	0.0166667	0.106667
72	0.163333	0.963333
73	0.126667	0.52
74	0.01	0.0
75	0.0533333	0.43
76	0.02	0.573333
77	0.2	0.786667
78	0.0266667	0.0
79	0.01	0.283333
80	0.123333	0.73
81	0.13	0.406667
82	0.0533333	0.03
83	0.01	0.0
84	0.0666667	0.0
85	0.0266667	0.163333
86	0.576667	0.986667
87	0.00666667	0.0
88	0.123333	0.406667
