Pos	F0_freq	F60_freq
1	0.233333	0.863333
2	0.00333333	0.04
3	0.393333	0.9
4	0.43	1.0
5	0.03	0.193333
6	0.443333	0.926667
7	0.0666667	0.253333
8	0.123333	0.593333
9	0.216667	0.673333
10	0.03	0.416667
11	0.09	0.64
12	0.00333333	0.0
13	0.306667	0.983333
14	0.02	0.136667
15	0.0833333	0.773333
16	0.126667	0.406667
17	0.01	0.0
18	0.03	0.253333
19	0.0166667	0.396667
20	0.0833333	0.653333
21	0.0433333	0.386667
22	0.00333333	0.336667
23	0.373333	0.833333
24	0.186667	0.79
25	0.0666667	0.0
26	0.116667	0.43
27	0.333333	0.88
28	0.0433333	0.133333
29	0.0233333	0.216667
30	0.00666667	0.953333
31	0.0233333	0.366667
32	0.0833333	0.593333
33	0.0433333	0.633333
34	0.113333	0.663333
35	0.113333	0.46
36	0.0966667	0.296667
37	0.0966667	0.243333
38	0.123333	0.64
39	0.373333	0.913333
40	0.47	0.993333
41	0.186667	0.833333
42	0.01	0.266667
43	0.0233333	0.0
44	0.0133333	0.01
45	0.6	1.0
46	0.05	0.113333
47	0.13	0.66
48	0.03	0.0
49	0.446667	0.986667
50	0.0233333	0.0
51	0.256667	0.953333
52	0.206667	0.586667
53	0.386667	0.966667
54	0.57	0.97
55	0.0266667	0.283333
56	0.0466667	0.386667
57	0.136667	0.496667
58	0.5	1.0
59	0.02	0.0
60	0.09	0.253333
61	0.06	0.0
62	0.03	0.0166667
63	0.0166667	0.906667
64	0.0866667	0.92
65	0.19	0.97
66	0.316667	0.756667
67	0.00666667	0.04
68	0.06	0.26
69	0.0633333	0.0966667
70	0.0566667	0.0566667
71	0.0166667	0.156667
72	0.163333	0.32
73	0.126667	0.413333
74	0.01	0.0
75	0.0533333	0.00333333
76	0.02	0.0733333
77	0.2	0.806667
78	0.0266667	0.0
79	0.01	0.216667
80	0.123333	0.18
81	0.13	0.67
82	0.0533333	0.313333
83	0.01	0.0
84	0.0666667	0.563333
85	0.0266667	0.0
86	0.576667	0.936667
87	0.00666667	0.0
88	0.123333	0.373333
