Pos	F0_freq	F60_freq
1	0.233333	0.89
2	0.00333333	0.0
3	0.393333	0.99
4	0.43	0.996667
5	0.03	0.02
6	0.443333	0.983333
7	0.0666667	0.563333
8	0.123333	0.846667
9	0.216667	0.73
10	0.03	0.473333
11	0.09	0.376667
12	0.00333333	0.0
13	0.306667	0.983333
14	0.02	0.19
15	0.0833333	0.533333
16	0.126667	0.94
17	0.01	0.0
18	0.03	0.576667
19	0.0166667	0.0
20	0.0833333	0.216667
21	0.0433333	0.526667
22	0.00333333	0.0
23	0.373333	0.97
24	0.186667	0.793333
25	0.0666667	0.626667
26	0.116667	0.553333
27	0.333333	0.59
28	0.0433333	0.576667
29	0.0233333	0.393333
30	0.00666667	0.966667
31	0.0233333	0.573333
32	0.0833333	0.633333
33	0.0433333	0.613333
34	0.113333	0.713333
35	0.113333	0.743333
36	0.0966667	0.4
37	0.0966667	0.436667
38	0.123333	0.306667
39	0.373333	0.936667
40	0.47	1.0
41	0.186667	0.553333
42	0.01	0.15
43	0.0233333	0.123333
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.166667
47	0.13	0.683333
48	0.03	0.256667
49	0.446667	0.896667
50	0.0233333	0.296667
51	0.256667	0.94
52	0.206667	0.983333
53	0.386667	0.95
54	0.57	0.99
55	0.0266667	0.12
56	0.0466667	0.23
57	0.136667	0.933333
58	0.5	0.983333
59	0.02	0.163333
60	0.09	0.616667
61	0.06	0.716667
62	0.03	0.0
63	0.0166667	0.556667
64	0.0866667	0.446667
65	0.19	0.676667
66	0.316667	0.856667
67	0.00666667	0.17
68	0.06	0.793333
69	0.0633333	0.0466667
70	0.0566667	0.423333
71	0.0166667	0.603333
72	0.163333	0.783333
73	0.126667	0.706667
74	0.01	0.0
75	0.0533333	0.68
76	0.02	0.0
77	0.2	0.663333
78	0.0266667	0.48
79	0.01	0.113333
80	0.123333	0.303333
81	0.13	0.736667
82	0.0533333	0.176667
83	0.01	0.0
84	0.0666667	0.473333
85	0.0266667	0.0833333
86	0.576667	1.0
87	0.00666667	0.0
88	0.123333	0.15
