Pos	F0_freq	F60_freq
1	0.233333	0.896667
2	0.00333333	0.0
3	0.393333	0.99
4	0.43	0.973333
5	0.03	0.00666667
6	0.443333	0.953333
7	0.0666667	0.0933333
8	0.123333	0.696667
9	0.216667	0.76
10	0.03	0.0
11	0.09	0.336667
12	0.00333333	0.256667
13	0.306667	0.99
14	0.02	0.25
15	0.0833333	0.45
16	0.126667	0.896667
17	0.01	0.0
18	0.03	0.606667
19	0.0166667	0.12
20	0.0833333	0.893333
21	0.0433333	0.08
22	0.00333333	0.133333
23	0.373333	0.916667
24	0.186667	0.95
25	0.0666667	0.28
26	0.116667	0.61
27	0.333333	0.816667
28	0.0433333	0.476667
29	0.0233333	0.236667
30	0.00666667	0.0
31	0.0233333	0.306667
32	0.0833333	0.523333
33	0.0433333	0.76
34	0.113333	0.616667
35	0.113333	0.816667
36	0.0966667	0.633333
37	0.0966667	0.296667
38	0.123333	0.646667
39	0.373333	0.973333
40	0.47	0.996667
41	0.186667	0.746667
42	0.01	0.0866667
43	0.0233333	0.04
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.536667
47	0.13	0.7
48	0.03	0.0866667
49	0.446667	0.996667
50	0.0233333	0.0
51	0.256667	0.753333
52	0.206667	0.81
53	0.386667	0.976667
54	0.57	0.98
55	0.0266667	0.123333
56	0.0466667	0.163333
57	0.136667	0.38
58	0.5	0.986667
59	0.02	0.04
60	0.09	0.786667
61	0.06	0.38
62	0.03	0.136667
63	0.0166667	0.0
64	0.0866667	0.06
65	0.19	0.753333
66	0.316667	0.963333
67	0.00666667	0.0
68	0.06	0.903333
69	0.0633333	0.116667
70	0.0566667	0.2
71	0.0166667	0.0
72	0.163333	0.683333
73	0.126667	0.356667
74	0.01	0.0
75	0.0533333	0.0366667
76	0.02	0.213333
77	0.2	0.576667
78	0.0266667	0.31
79	0.01	0.0
80	0.123333	0.483333
81	0.13	0.43
82	0.0533333	0.443333
83	0.01	0.11
84	0.0666667	0.463333
85	0.0266667	0.0166667
86	0.576667	0.996667
87	0.00666667	0.0
88	0.123333	0.443333
