Pos	F0_freq	F60_freq
1	0.233333	0.956667
2	0.00333333	0.06
3	0.393333	0.946667
4	0.43	0.973333
5	0.03	0.4
6	0.443333	0.986667
7	0.0666667	0.03
8	0.123333	0.72
9	0.216667	0.95
10	0.03	0.0
11	0.09	0.563333
12	0.00333333	0.0
13	0.306667	0.97
14	0.02	0.04
15	0.0833333	0.443333
16	0.126667	0.46
17	0.01	0.0
18	0.03	0.233333
19	0.0166667	0.496667
20	0.0833333	0.813333
21	0.0433333	0.0
22	0.00333333	0.0
23	0.373333	0.993333
24	0.186667	0.946667
25	0.0666667	0.6
26	0.116667	0.62
27	0.333333	0.963333
28	0.0433333	0.12
29	0.0233333	0.0
30	0.00666667	0.743333
31	0.0233333	0.0
32	0.0833333	0.796667
33	0.0433333	0.226667
34	0.113333	0.54
35	0.113333	0.623333
36	0.0966667	0.363333
37	0.0966667	0.303333
38	0.123333	0.62
39	0.373333	0.986667
40	0.47	0.973333
41	0.186667	0.8
42	0.01	0.0
43	0.0233333	0.426667
44	0.0133333	0.0
45	0.6	1.0
46	0.05	0.0933333
47	0.13	0.506667
48	0.03	0.223333
49	0.446667	0.9
50	0.0233333	0.246667
51	0.256667	0.98
52	0.206667	0.86
53	0.386667	0.99
54	0.57	0.91
55	0.0266667	0.0266667
56	0.0466667	0.49
57	0.136667	0.533333
58	0.5	0.996667
59	0.02	0.106667
60	0.09	0.7
61	0.06	0.536667
62	0.03	0.15
63	0.0166667	0.496667
64	0.0866667	0.523333
65	0.19	0.806667
66	0.316667	0.88
67	0.00666667	0.156667
68	0.06	0.9
69	0.0633333	0.12
70	0.0566667	0.0633333
71	0.0166667	0.556667
72	0.163333	0.196667
73	0.126667	0.653333
74	0.01	0.33
75	0.0533333	0.16
76	0.02	0.773333
77	0.2	0.673333
78	0.0266667	0.0266667
79	0.01	0.0
80	0.123333	0.6
81	0.13	0.22
82	0.0533333	0.57
83	0.01	0.406667
84	0.0666667	0.163333
85	0.0266667	0.00333333
86	0.576667	0.946667
87	0.00666667	0.34
88	0.123333	0.403333
